tid,dist_home,dist_away,margin,predicted
v1_p4_1,23.55440330505371,145.552001953125,121.99759674072266,home
v1_p4_11,152.11180114746094,19.216995239257812,132.89480590820312,away
v1_p4_2,148.49925231933594,53.71674346923828,94.78250885009766,away
v1_p4_3,28.286100387573242,162.14431762695312,133.85821533203125,home
v1_p4_4,123.45995330810547,169.98434448242188,46.524391174316406,home
v1_p4_5,43.10579299926758,121.86214447021484,78.75634765625,home
v1_p4_6,94.6376953125,86.57707977294922,8.060615539550781,away
v1_p4_7,41.54442596435547,138.3723602294922,96.82793426513672,home
v1_p4_8,48.58490753173828,128.19735717773438,79.6124496459961,home
v1_p4_9,117.70036315917969,198.81314086914062,81.11277770996094,home
v1_p5_1,134.46820068359375,57.24860382080078,77.21959686279297,away
v1_p5_11,114.91708374023438,193.57705688476562,78.65997314453125,home
v1_p5_2,129.14666748046875,39.37509536743164,89.77157592773438,away
v1_p5_3,33.479183197021484,142.12399291992188,108.64480590820312,home
v1_p5_4,105.3136978149414,200.62086486816406,95.30716705322266,home
v1_p5_5,68.85872650146484,178.9433135986328,110.08458709716797,home
v1_p5_6,128.88377380371094,51.44666290283203,77.4371109008789,away
v1_p5_7,116.41117095947266,192.32005310058594,75.90888214111328,home
v1_p5_8,138.79185485839844,209.09852600097656,70.30667114257812,home
v1_p5_9,38.36492919921875,147.38626098632812,109.02133178710938,home
v1_p6_1,102.92523956298828,67.64970397949219,35.275535583496094,away
v1_p6_10,104.63716888427734,75.28694915771484,29.3502197265625,away
v1_p6_2,121.97348022460938,212.50289916992188,90.5294189453125,home
v1_p6_3,142.7722625732422,239.72732543945312,96.95506286621094,home
v1_p6_4,78.28113555908203,144.91064453125,66.62950897216797,home
v1_p6_5,27.173900604248047,158.7264862060547,131.55258178710938,home
v1_p6_6,139.28372192382812,173.14874267578125,33.865020751953125,home
v1_p6_7,128.27828979492188,171.97262573242188,43.6943359375,home
v1_p6_8,84.21215057373047,200.5915985107422,116.37944793701172,home
v1_p6_9,136.2196807861328,276.9707336425781,140.7510528564453,home
v1_p7_1,115.23001098632812,93.87760925292969,21.352401733398438,away
v1_p7_10,92.7027359008789,109.42237854003906,16.719642639160156,home
v1_p7_11,109.31489562988281,58.121036529541016,51.1938591003418,away
v1_p7_2,94.84930419921875,107.10462188720703,12.255317687988281,home
v1_p7_3,90.19296264648438,77.14364624023438,13.04931640625,away
v1_p7_4,48.12615966796875,132.07809448242188,83.95193481445312,home
v1_p7_5,84.31137084960938,78.7618637084961,5.549507141113281,away
v1_p7_6,64.17279815673828,203.78326416015625,139.6104736328125,home
v1_p7_7,69.87667846679688,114.11456298828125,44.237884521484375,home
v1_p7_8,119.36026763916016,43.036441802978516,76.32382202148438,away
v1_p8_1,34.73722839355469,179.97805786132812,145.24082946777344,home
v1_p8_2,119.45742797851562,47.65129470825195,71.80613708496094,away
v1_p8_3,40.020748138427734,185.5519561767578,145.5312042236328,home
v1_p8_4,68.58783721923828,92.23418426513672,23.646347045898438,home
v1_p8_5,108.1319808959961,78.12785339355469,30.004127502441406,away
v1_p8_6,63.71113204956055,100.97967529296875,37.2685432434082,home
v1_p8_7,77.8589859008789,85.90668487548828,8.047698974609375,home
v1_p8_8,123.96162414550781,105.31559753417969,18.646026611328125,away
v1_p8_9,50.59731674194336,138.85423278808594,88.25691223144531,home
v1_p9_1,22.77557945251465,143.8952178955078,121.11963653564453,home
v1_p9_10,129.17941284179688,242.02198791503906,112.84257507324219,home
v1_p9_2,130.0681915283203,44.430320739746094,85.63787078857422,away
v1_p9_3,43.94211959838867,161.44293212890625,117.50080871582031,home
v1_p9_4,93.82817840576172,238.70663452148438,144.87844848632812,home
v1_p9_5,151.23626708984375,156.75978088378906,5.5235137939453125,home
v1_p9_6,119.95421600341797,201.57215881347656,81.6179428100586,home
v1_p9_7,139.4212646484375,149.96437072753906,10.543106079101562,home
v1_p9_8,54.40294647216797,152.9677276611328,98.56478118896484,home
